city,country,latitude,longitude,forecast_date,extracted_at,temperature_max,temperature_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code,source
Casablanca,Morocco,33.5992,-7.62,2026-09-17,2026-09-17 10:41:10.826229+00:00,25.3,19.7,0.0,0,12.8,36.0,3,open-meteo
Casablanca,Morocco,33.5992,-7.62,2026-09-18,2026-09-17 10:41:10.826229+00:00,25.0,18.4,0.0,0,12.0,32.8,3,open-meteo
Casablanca,Morocco,33.5992,-7.62,2026-09-19,2026-09-17 10:41:10.826229+00:00,26.5,19.4,0.0,0,11.9,31.7,45,open-meteo
Casablanca,Morocco,33.5992,-7.62,2026-09-20,2026-09-17 10:41:10.826229+00:00,28.7,21.1,0.0,0,10.2,29.9,45,open-meteo
Casablanca,Morocco,33.5992,-7.62,2026-09-21,2026-09-17 10:41:10.826229+00:00,27.9,21.1,0.0,0,10.8,31.3,45,open-meteo
Casablanca,Morocco,33.5992,-7.62,2026-09-22,2026-09-17 10:41:10.826229+00:00,29.7,20.9,0.0,0,11.4,29.9,45,open-meteo
Casablanca,Morocco,33.5992,-7.62,2026-09-23,2026-09-17 10:41:10.826229+00:00,28.7,20.9,0.0,0,12.3,32.4,45,open-meteo
Tangier,Morocco,35.7767,-5.8039,2026-09-17,2026-09-17 10:41:10.918454+00:00,26.7,17.6,0.0,0,10.6,25.6,3,open-meteo
Tangier,Morocco,35.7767,-5.8039,2026-09-18,2026-09-17 10:41:10.918454+00:00,28.0,18.5,0.0,0,19.2,45.7,3,open-meteo
Tangier,Morocco,35.7767,-5.8039,2026-09-19,2026-09-17 10:41:10.918454+00:00,27.9,22.7,0.0,0,29.7,71.6,2,open-meteo
Tangier,Morocco,35.7767,-5.8039,2026-09-20,2026-09-17 10:41:10.918454+00:00,28.5,24.1,0.0,0,30.6,74.9,2,open-meteo
Tangier,Morocco,35.7767,-5.8039,2026-09-21,2026-09-17 10:41:10.918454+00:00,28.5,23.3,0.0,0,27.7,66.2,2,open-meteo
Tangier,Morocco,35.7767,-5.8039,2026-09-22,2026-09-17 10:41:10.918454+00:00,26.6,22.1,0.0,0,32.8,60.8,1,open-meteo
Tangier,Morocco,35.7767,-5.8039,2026-09-23,2026-09-17 10:41:10.918454+00:00,27.5,22.3,0.0,0,29.3,54.7,1,open-meteo
Fès,Morocco,34.0433,-5.0033,2026-09-17,2026-09-17 10:41:10.999626+00:00,28.9,18.0,0.0,0,12.2,32.4,3,open-meteo
Fès,Morocco,34.0433,-5.0033,2026-09-18,2026-09-17 10:41:10.999626+00:00,31.2,17.8,0.0,0,10.0,27.7,2,open-meteo
Fès,Morocco,34.0433,-5.0033,2026-09-19,2026-09-17 10:41:10.999626+00:00,33.6,20.9,0.0,0,17.8,45.4,2,open-meteo
Fès,Morocco,34.0433,-5.0033,2026-09-20,2026-09-17 10:41:10.999626+00:00,36.1,22.7,0.0,0,14.8,38.9,2,open-meteo
Fès,Morocco,34.0433,-5.0033,2026-09-21,2026-09-17 10:41:10.999626+00:00,35.5,22.9,0.0,3,14.5,36.7,2,open-meteo
Fès,Morocco,34.0433,-5.0033,2026-09-22,2026-09-17 10:41:10.999626+00:00,35.4,21.7,0.0,0,11.3,28.8,1,open-meteo
Fès,Morocco,34.0433,-5.0033,2026-09-23,2026-09-17 10:41:10.999626+00:00,36.0,22.0,0.0,0,12.3,30.2,1,open-meteo
Marrakech,Morocco,31.6295,-7.9811,2026-09-17,2026-09-17 10:41:11.082428+00:00,30.2,18.3,0.0,0,10.6,31.0,2,open-meteo
Marrakech,Morocco,31.6295,-7.9811,2026-09-18,2026-09-17 10:41:11.082428+00:00,32.0,18.3,0.0,0,7.6,23.0,1,open-meteo
Marrakech,Morocco,31.6295,-7.9811,2026-09-19,2026-09-17 10:41:11.082428+00:00,35.5,20.6,0.0,5,9.1,25.6,3,open-meteo
Marrakech,Morocco,31.6295,-7.9811,2026-09-20,2026-09-17 10:41:11.082428+00:00,37.9,22.8,1.5,25,10.4,30.6,80,open-meteo
Marrakech,Morocco,31.6295,-7.9811,2026-09-21,2026-09-17 10:41:11.082428+00:00,37.7,23.3,0.0,13,12.4,33.8,3,open-meteo
Marrakech,Morocco,31.6295,-7.9811,2026-09-22,2026-09-17 10:41:11.082428+00:00,36.6,21.7,0.0,5,14.0,25.2,1,open-meteo
Marrakech,Morocco,31.6295,-7.9811,2026-09-23,2026-09-17 10:41:11.082428+00:00,36.5,20.5,0.0,3,13.3,23.4,2,open-meteo
Sale,Morocco,34.05,-6.8167,2026-09-17,2026-09-17 10:41:11.165369+00:00,25.4,18.6,0.0,0,11.8,31.7,3,open-meteo
Sale,Morocco,34.05,-6.8167,2026-09-18,2026-09-17 10:41:11.165369+00:00,25.4,17.1,0.0,0,13.2,33.8,45,open-meteo
Sale,Morocco,34.05,-6.8167,2026-09-19,2026-09-17 10:41:11.165369+00:00,28.4,17.2,0.0,0,12.2,32.4,45,open-meteo
Sale,Morocco,34.05,-6.8167,2026-09-20,2026-09-17 10:41:11.165369+00:00,29.4,20.7,0.0,0,10.3,27.7,2,open-meteo
Sale,Morocco,34.05,-6.8167,2026-09-21,2026-09-17 10:41:11.165369+00:00,28.9,21.3,0.0,0,11.5,30.6,1,open-meteo
Sale,Morocco,34.05,-6.8167,2026-09-22,2026-09-17 10:41:11.165369+00:00,27.3,20.6,0.0,0,11.4,26.6,45,open-meteo
Sale,Morocco,34.05,-6.8167,2026-09-23,2026-09-17 10:41:11.165369+00:00,27.2,20.1,0.0,0,11.9,28.4,45,open-meteo
Meknès,Morocco,33.8833,-5.55,2026-09-17,2026-09-17 10:41:11.248007+00:00,27.7,15.4,0.0,0,12.9,34.6,45,open-meteo
Meknès,Morocco,33.8833,-5.55,2026-09-18,2026-09-17 10:41:11.248007+00:00,29.4,15.9,0.0,0,12.9,36.0,3,open-meteo
Meknès,Morocco,33.8833,-5.55,2026-09-19,2026-09-17 10:41:11.248007+00:00,33.8,18.9,0.0,3,11.3,31.7,2,open-meteo
Meknès,Morocco,33.8833,-5.55,2026-09-20,2026-09-17 10:41:11.248007+00:00,35.7,22.1,0.0,0,13.0,35.6,2,open-meteo
Meknès,Morocco,33.8833,-5.55,2026-09-21,2026-09-17 10:41:11.248007+00:00,35.3,21.0,0.0,3,13.9,36.4,2,open-meteo
Meknès,Morocco,33.8833,-5.55,2026-09-22,2026-09-17 10:41:11.248007+00:00,34.1,19.8,0.0,0,14.8,34.2,1,open-meteo
Meknès,Morocco,33.8833,-5.55,2026-09-23,2026-09-17 10:41:11.248007+00:00,35.3,20.0,0.0,0,16.1,36.7,1,open-meteo
Rabat,Morocco,34.0211,-6.8414,2026-09-17,2026-09-17 10:41:11.329890+00:00,25.4,18.6,0.0,0,11.8,31.7,3,open-meteo
Rabat,Morocco,34.0211,-6.8414,2026-09-18,2026-09-17 10:41:11.329890+00:00,25.4,17.1,0.0,0,13.2,33.8,45,open-meteo
Rabat,Morocco,34.0211,-6.8414,2026-09-19,2026-09-17 10:41:11.329890+00:00,28.4,17.2,0.0,0,12.2,32.4,45,open-meteo
Rabat,Morocco,34.0211,-6.8414,2026-09-20,2026-09-17 10:41:11.329890+00:00,29.4,20.7,0.0,0,10.3,27.7,2,open-meteo
Rabat,Morocco,34.0211,-6.8414,2026-09-21,2026-09-17 10:41:11.329890+00:00,29.0,21.3,0.0,0,11.5,30.6,1,open-meteo
Rabat,Morocco,34.0211,-6.8414,2026-09-22,2026-09-17 10:41:11.329890+00:00,27.4,20.7,0.0,0,11.4,26.6,45,open-meteo
Rabat,Morocco,34.0211,-6.8414,2026-09-23,2026-09-17 10:41:11.329890+00:00,27.3,20.2,0.0,0,11.9,28.4,45,open-meteo
Agadir,Morocco,30.4214,-9.5831,2026-09-17,2026-09-17 10:41:11.411922+00:00,28.6,20.5,0.0,0,14.5,37.1,3,open-meteo
Agadir,Morocco,30.4214,-9.5831,2026-09-18,2026-09-17 10:41:11.411922+00:00,26.3,19.7,0.0,0,12.4,35.6,1,open-meteo
Agadir,Morocco,30.4214,-9.5831,2026-09-19,2026-09-17 10:41:11.411922+00:00,26.5,20.4,0.0,0,13.3,37.8,2,open-meteo
Agadir,Morocco,30.4214,-9.5831,2026-09-20,2026-09-17 10:41:11.411922+00:00,27.0,20.5,0.0,0,13.1,36.4,45,open-meteo
Agadir,Morocco,30.4214,-9.5831,2026-09-21,2026-09-17 10:41:11.411922+00:00,30.6,21.6,0.0,0,9.7,29.9,45,open-meteo
Agadir,Morocco,30.4214,-9.5831,2026-09-22,2026-09-17 10:41:11.411922+00:00,38.3,21.6,0.0,0,17.2,33.1,45,open-meteo
Agadir,Morocco,30.4214,-9.5831,2026-09-23,2026-09-17 10:41:11.411922+00:00,37.5,22.2,0.0,0,14.0,28.4,0,open-meteo
Kenitra,Morocco,34.25,-6.5833,2026-09-17,2026-09-17 10:41:11.492558+00:00,26.1,18.3,0.0,0,12.1,30.6,3,open-meteo
Kenitra,Morocco,34.25,-6.5833,2026-09-18,2026-09-17 10:41:11.492558+00:00,26.8,16.5,0.0,0,14.4,36.0,45,open-meteo
Kenitra,Morocco,34.25,-6.5833,2026-09-19,2026-09-17 10:41:11.492558+00:00,32.2,17.0,0.0,0,14.6,37.4,45,open-meteo
Kenitra,Morocco,34.25,-6.5833,2026-09-20,2026-09-17 10:41:11.492558+00:00,32.9,20.3,0.0,0,12.2,31.3,2,open-meteo
Kenitra,Morocco,34.25,-6.5833,2026-09-21,2026-09-17 10:41:11.492558+00:00,31.5,20.8,0.0,0,12.8,32.4,45,open-meteo
Kenitra,Morocco,34.25,-6.5833,2026-09-22,2026-09-17 10:41:11.492558+00:00,27.6,20.5,0.0,0,11.8,27.4,45,open-meteo
Kenitra,Morocco,34.25,-6.5833,2026-09-23,2026-09-17 10:41:11.492558+00:00,28.3,19.6,0.0,0,12.6,29.5,45,open-meteo
Oujda-Angad,Morocco,34.6867,-1.9114,2026-09-17,2026-09-17 10:41:11.574508+00:00,28.3,15.6,0.0,0,18.4,38.2,3,open-meteo
Oujda-Angad,Morocco,34.6867,-1.9114,2026-09-18,2026-09-17 10:41:11.574508+00:00,27.7,16.5,0.0,3,19.0,40.3,45,open-meteo
Oujda-Angad,Morocco,34.6867,-1.9114,2026-09-19,2026-09-17 10:41:11.574508+00:00,28.8,18.6,3.5,45,16.2,42.1,81,open-meteo
Oujda-Angad,Morocco,34.6867,-1.9114,2026-09-20,2026-09-17 10:41:11.574508+00:00,30.7,19.1,0.0,8,19.1,40.7,3,open-meteo
Oujda-Angad,Morocco,34.6867,-1.9114,2026-09-21,2026-09-17 10:41:11.574508+00:00,28.3,19.5,0.0,5,17.3,38.2,45,open-meteo
Oujda-Angad,Morocco,34.6867,-1.9114,2026-09-22,2026-09-17 10:41:11.574508+00:00,29.5,17.4,0.0,5,21.7,41.8,45,open-meteo
Oujda-Angad,Morocco,34.6867,-1.9114,2026-09-23,2026-09-17 10:41:11.574508+00:00,30.9,17.1,0.0,3,22.1,40.0,1,open-meteo
Tétouan,Morocco,35.5667,-5.3667,2026-09-17,2026-09-17 10:41:11.657414+00:00,27.5,14.6,0.0,0,10.6,28.1,3,open-meteo
Tétouan,Morocco,35.5667,-5.3667,2026-09-18,2026-09-17 10:41:11.657414+00:00,26.3,18.6,0.0,0,19.1,46.8,3,open-meteo
Tétouan,Morocco,35.5667,-5.3667,2026-09-19,2026-09-17 10:41:11.657414+00:00,26.5,22.3,0.0,0,32.8,78.5,2,open-meteo
Tétouan,Morocco,35.5667,-5.3667,2026-09-20,2026-09-17 10:41:11.657414+00:00,26.2,23.6,0.0,0,27.5,67.7,3,open-meteo
Tétouan,Morocco,35.5667,-5.3667,2026-09-21,2026-09-17 10:41:11.657414+00:00,26.3,23.0,0.0,0,24.0,63.0,3,open-meteo
Tétouan,Morocco,35.5667,-5.3667,2026-09-22,2026-09-17 10:41:11.657414+00:00,26.7,22.3,0.0,0,26.7,54.7,2,open-meteo
Tétouan,Morocco,35.5667,-5.3667,2026-09-23,2026-09-17 10:41:11.657414+00:00,27.0,22.4,0.0,0,19.0,46.8,2,open-meteo
Safi,Morocco,32.2833,-9.2333,2026-09-17,2026-09-17 10:41:11.739931+00:00,24.7,19.2,0.0,0,20.2,37.1,3,open-meteo
Safi,Morocco,32.2833,-9.2333,2026-09-18,2026-09-17 10:41:11.739931+00:00,25.8,18.7,0.0,0,22.0,39.2,2,open-meteo
Safi,Morocco,32.2833,-9.2333,2026-09-19,2026-09-17 10:41:11.739931+00:00,27.2,18.7,0.0,0,19.2,34.9,2,open-meteo
Safi,Morocco,32.2833,-9.2333,2026-09-20,2026-09-17 10:41:11.739931+00:00,25.1,19.7,0.0,0,10.4,20.5,45,open-meteo
Safi,Morocco,32.2833,-9.2333,2026-09-21,2026-09-17 10:41:11.739931+00:00,25.1,19.4,0.0,0,11.0,21.6,45,open-meteo
Safi,Morocco,32.2833,-9.2333,2026-09-22,2026-09-17 10:41:11.739931+00:00,29.5,18.8,0.0,0,13.7,25.9,45,open-meteo
Safi,Morocco,32.2833,-9.2333,2026-09-23,2026-09-17 10:41:11.739931+00:00,30.2,20.1,0.0,0,16.3,31.3,45,open-meteo
Taourirt,Morocco,34.41,-2.89,2026-09-17,2026-09-17 10:41:11.819492+00:00,29.6,20.1,0.0,0,24.8,40.3,3,open-meteo
Taourirt,Morocco,34.41,-2.89,2026-09-18,2026-09-17 10:41:11.819492+00:00,29.5,18.6,0.0,3,28.8,48.6,45,open-meteo
Taourirt,Morocco,34.41,-2.89,2026-09-19,2026-09-17 10:41:11.819492+00:00,30.0,20.1,0.4,10,30.8,54.4,3,open-meteo
Taourirt,Morocco,34.41,-2.89,2026-09-20,2026-09-17 10:41:11.819492+00:00,30.7,21.3,0.0,3,30.0,53.6,3,open-meteo
Taourirt,Morocco,34.41,-2.89,2026-09-21,2026-09-17 10:41:11.819492+00:00,29.9,20.8,0.0,3,27.8,47.5,3,open-meteo
Taourirt,Morocco,34.41,-2.89,2026-09-22,2026-09-17 10:41:11.819492+00:00,30.9,19.8,0.0,0,22.1,37.1,45,open-meteo
Taourirt,Morocco,34.41,-2.89,2026-09-23,2026-09-17 10:41:11.819492+00:00,31.7,19.9,0.0,0,25.2,43.2,0,open-meteo
Temara,Morocco,33.9234,-6.9076,2026-09-17,2026-09-17 10:41:11.933409+00:00,25.1,18.4,0.0,0,12.2,33.5,3,open-meteo
Temara,Morocco,33.9234,-6.9076,2026-09-18,2026-09-17 10:41:11.933409+00:00,25.3,16.4,0.0,0,13.2,33.8,3,open-meteo
Temara,Morocco,33.9234,-6.9076,2026-09-19,2026-09-17 10:41:11.933409+00:00,28.2,16.5,0.0,0,11.9,32.0,3,open-meteo
Temara,Morocco,33.9234,-6.9076,2026-09-20,2026-09-17 10:41:11.933409+00:00,29.1,20.1,0.0,0,9.7,27.7,2,open-meteo
Temara,Morocco,33.9234,-6.9076,2026-09-21,2026-09-17 10:41:11.933409+00:00,28.9,20.6,0.0,0,11.0,31.0,1,open-meteo
Temara,Morocco,33.9234,-6.9076,2026-09-22,2026-09-17 10:41:11.933409+00:00,25.3,20.5,0.0,0,11.5,23.8,45,open-meteo
Temara,Morocco,33.9234,-6.9076,2026-09-23,2026-09-17 10:41:11.933409+00:00,25.3,20.1,0.0,0,12.2,25.6,45,open-meteo
Laâyoune,Morocco,27.15,-13.2,2026-09-17,2026-09-17 10:41:12.029087+00:00,28.0,21.4,0.2,0,31.1,60.5,51,open-meteo
Laâyoune,Morocco,27.15,-13.2,2026-09-18,2026-09-17 10:41:12.029087+00:00,27.2,19.9,0.4,6,26.9,52.2,51,open-meteo
Laâyoune,Morocco,27.15,-13.2,2026-09-19,2026-09-17 10:41:12.029087+00:00,28.9,18.4,0.0,0,24.2,47.9,3,open-meteo
Laâyoune,Morocco,27.15,-13.2,2026-09-20,2026-09-17 10:41:12.029087+00:00,31.2,18.9,0.0,0,20.8,41.8,3,open-meteo
Laâyoune,Morocco,27.15,-13.2,2026-09-21,2026-09-17 10:41:12.029087+00:00,34.3,19.4,0.0,2,23.5,46.8,3,open-meteo
Laâyoune,Morocco,27.15,-13.2,2026-09-22,2026-09-17 10:41:12.029087+00:00,32.7,19.9,0.0,6,24.5,49.0,3,open-meteo
Laâyoune,Morocco,27.15,-13.2,2026-09-23,2026-09-17 10:41:12.029087+00:00,32.4,19.3,0.0,6,21.7,46.4,1,open-meteo
El Jadid,Morocco,33.2566,-8.5025,2026-09-17,2026-09-17 10:41:12.111953+00:00,25.0,20.4,0.0,0,13.9,25.6,3,open-meteo
El Jadid,Morocco,33.2566,-8.5025,2026-09-18,2026-09-17 10:41:12.111953+00:00,24.7,19.9,0.0,0,18.3,33.1,3,open-meteo
El Jadid,Morocco,33.2566,-8.5025,2026-09-19,2026-09-17 10:41:12.111953+00:00,25.7,20.2,0.0,0,16.0,29.2,2,open-meteo
El Jadid,Morocco,33.2566,-8.5025,2026-09-20,2026-09-17 10:41:12.111953+00:00,27.2,20.8,0.0,0,12.7,23.8,45,open-meteo
El Jadid,Morocco,33.2566,-8.5025,2026-09-21,2026-09-17 10:41:12.111953+00:00,26.4,21.1,0.0,0,12.7,24.5,45,open-meteo
El Jadid,Morocco,33.2566,-8.5025,2026-09-22,2026-09-17 10:41:12.111953+00:00,28.1,21.5,0.0,0,11.6,24.1,45,open-meteo
El Jadid,Morocco,33.2566,-8.5025,2026-09-23,2026-09-17 10:41:12.111953+00:00,27.0,20.8,0.0,0,15.0,30.2,45,open-meteo
Ait Melloul,Morocco,30.3342,-9.4972,2026-09-17,2026-09-17 10:41:12.194277+00:00,27.1,21.2,0.0,0,17.0,34.6,3,open-meteo
Ait Melloul,Morocco,30.3342,-9.4972,2026-09-18,2026-09-17 10:41:12.194277+00:00,26.2,19.8,0.0,0,17.2,34.6,1,open-meteo
Ait Melloul,Morocco,30.3342,-9.4972,2026-09-19,2026-09-17 10:41:12.194277+00:00,26.1,20.3,0.0,0,19.9,39.6,3,open-meteo
Ait Melloul,Morocco,30.3342,-9.4972,2026-09-20,2026-09-17 10:41:12.194277+00:00,26.9,20.7,0.0,0,18.4,37.4,2,open-meteo
Ait Melloul,Morocco,30.3342,-9.4972,2026-09-21,2026-09-17 10:41:12.194277+00:00,29.0,19.9,0.0,0,15.8,33.5,2,open-meteo
Ait Melloul,Morocco,30.3342,-9.4972,2026-09-22,2026-09-17 10:41:12.194277+00:00,38.5,20.1,0.0,0,17.2,33.1,2,open-meteo
Ait Melloul,Morocco,30.3342,-9.4972,2026-09-23,2026-09-17 10:41:12.194277+00:00,37.8,22.5,0.0,0,14.0,28.4,0,open-meteo
Béni Mellal,Morocco,32.3394,-6.3608,2026-09-17,2026-09-17 10:41:12.274730+00:00,29.9,18.8,0.0,0,10.6,26.6,3,open-meteo
Béni Mellal,Morocco,32.3394,-6.3608,2026-09-18,2026-09-17 10:41:12.274730+00:00,31.7,18.9,0.0,0,9.9,32.4,3,open-meteo
Béni Mellal,Morocco,32.3394,-6.3608,2026-09-19,2026-09-17 10:41:12.274730+00:00,35.3,22.5,0.0,0,11.1,24.5,3,open-meteo
Béni Mellal,Morocco,32.3394,-6.3608,2026-09-20,2026-09-17 10:41:12.274730+00:00,36.7,25.1,0.0,3,18.1,38.9,3,open-meteo
Béni Mellal,Morocco,32.3394,-6.3608,2026-09-21,2026-09-17 10:41:12.274730+00:00,35.7,24.8,0.0,8,18.2,51.5,2,open-meteo
Béni Mellal,Morocco,32.3394,-6.3608,2026-09-22,2026-09-17 10:41:12.274730+00:00,36.1,24.4,0.0,2,18.3,34.2,1,open-meteo
Béni Mellal,Morocco,32.3394,-6.3608,2026-09-23,2026-09-17 10:41:12.274730+00:00,36.7,24.4,0.0,0,16.6,31.3,1,open-meteo
Bouskoura,Morocco,33.4489,-7.6486,2026-09-17,2026-09-17 10:41:12.354826+00:00,26.3,18.6,0.0,0,14.9,37.4,3,open-meteo
Bouskoura,Morocco,33.4489,-7.6486,2026-09-18,2026-09-17 10:41:12.354826+00:00,26.9,17.5,0.0,0,14.3,35.6,3,open-meteo
Bouskoura,Morocco,33.4489,-7.6486,2026-09-19,2026-09-17 10:41:12.354826+00:00,29.4,18.5,0.0,0,14.1,35.3,45,open-meteo
Bouskoura,Morocco,33.4489,-7.6486,2026-09-20,2026-09-17 10:41:12.354826+00:00,31.9,20.6,0.0,0,13.2,34.2,45,open-meteo
Bouskoura,Morocco,33.4489,-7.6486,2026-09-21,2026-09-17 10:41:12.354826+00:00,31.8,19.9,0.0,0,15.0,37.8,45,open-meteo
Bouskoura,Morocco,33.4489,-7.6486,2026-09-22,2026-09-17 10:41:12.354826+00:00,28.9,20.0,0.0,0,11.4,29.9,45,open-meteo
Bouskoura,Morocco,33.4489,-7.6486,2026-09-23,2026-09-17 10:41:12.354826+00:00,27.9,20.1,0.0,3,12.3,32.4,45,open-meteo
Tiznit,Morocco,29.7,-9.7269,2026-09-17,2026-09-17 10:41:12.438558+00:00,23.2,19.9,0.0,0,22.4,37.4,3,open-meteo
Tiznit,Morocco,29.7,-9.7269,2026-09-18,2026-09-17 10:41:12.438558+00:00,25.4,19.0,0.0,0,20.8,35.3,2,open-meteo
Tiznit,Morocco,29.7,-9.7269,2026-09-19,2026-09-17 10:41:12.438558+00:00,26.7,19.6,0.0,0,15.7,26.3,2,open-meteo
Tiznit,Morocco,29.7,-9.7269,2026-09-20,2026-09-17 10:41:12.438558+00:00,27.5,20.0,0.0,0,14.4,25.6,2,open-meteo
Tiznit,Morocco,29.7,-9.7269,2026-09-21,2026-09-17 10:41:12.438558+00:00,31.4,21.5,0.0,0,13.1,22.3,1,open-meteo
Tiznit,Morocco,29.7,-9.7269,2026-09-22,2026-09-17 10:41:12.438558+00:00,29.9,20.0,0.0,0,15.7,25.6,0,open-meteo
Tiznit,Morocco,29.7,-9.7269,2026-09-23,2026-09-17 10:41:12.438558+00:00,31.3,19.4,0.0,3,14.8,25.9,0,open-meteo
Mohammedia,Morocco,33.6833,-7.3833,2026-09-17,2026-09-17 10:41:12.522186+00:00,24.9,19.1,0.0,0,14.0,34.2,3,open-meteo
Mohammedia,Morocco,33.6833,-7.3833,2026-09-18,2026-09-17 10:41:12.522186+00:00,24.3,17.1,0.0,0,12.2,31.3,3,open-meteo
Mohammedia,Morocco,33.6833,-7.3833,2026-09-19,2026-09-17 10:41:12.522186+00:00,26.0,17.9,0.0,0,13.3,31.7,45,open-meteo
Mohammedia,Morocco,33.6833,-7.3833,2026-09-20,2026-09-17 10:41:12.522186+00:00,27.4,20.6,0.0,0,11.5,28.4,45,open-meteo
Mohammedia,Morocco,33.6833,-7.3833,2026-09-21,2026-09-17 10:41:12.522186+00:00,26.7,20.7,0.0,0,12.0,29.2,45,open-meteo
Mohammedia,Morocco,33.6833,-7.3833,2026-09-22,2026-09-17 10:41:12.522186+00:00,31.0,20.4,0.0,0,15.2,29.2,45,open-meteo
Mohammedia,Morocco,33.6833,-7.3833,2026-09-23,2026-09-17 10:41:12.522186+00:00,29.7,20.2,0.0,0,16.9,32.0,45,open-meteo
Kouribga,Morocco,32.88,-6.9,2026-09-17,2026-09-17 10:41:12.607880+00:00,28.2,14.4,0.0,0,18.8,37.4,3,open-meteo
Kouribga,Morocco,32.88,-6.9,2026-09-18,2026-09-17 10:41:12.607880+00:00,29.9,15.1,0.0,0,18.4,35.3,3,open-meteo
Kouribga,Morocco,32.88,-6.9,2026-09-19,2026-09-17 10:41:12.607880+00:00,33.6,18.1,0.0,0,18.4,35.6,3,open-meteo
Kouribga,Morocco,32.88,-6.9,2026-09-20,2026-09-17 10:41:12.607880+00:00,35.1,22.6,0.0,8,18.9,40.0,3,open-meteo
Kouribga,Morocco,32.88,-6.9,2026-09-21,2026-09-17 10:41:12.607880+00:00,34.7,21.2,0.3,5,20.2,41.0,2,open-meteo
Kouribga,Morocco,32.88,-6.9,2026-09-22,2026-09-17 10:41:12.607880+00:00,33.9,17.9,0.0,0,18.2,39.2,2,open-meteo
Kouribga,Morocco,32.88,-6.9,2026-09-23,2026-09-17 10:41:12.607880+00:00,34.6,17.1,0.0,3,20.9,42.5,1,open-meteo
Settat,Morocco,33.0023,-7.6198,2026-09-17,2026-09-17 10:41:12.688206+00:00,27.6,16.6,0.0,0,17.6,37.1,3,open-meteo
Settat,Morocco,33.0023,-7.6198,2026-09-18,2026-09-17 10:41:12.688206+00:00,29.2,16.5,0.0,0,16.9,36.4,3,open-meteo
Settat,Morocco,33.0023,-7.6198,2026-09-19,2026-09-17 10:41:12.688206+00:00,32.6,16.7,0.0,0,16.8,36.0,2,open-meteo
Settat,Morocco,33.0023,-7.6198,2026-09-20,2026-09-17 10:41:12.688206+00:00,35.2,21.6,0.0,0,16.4,36.4,2,open-meteo
Settat,Morocco,33.0023,-7.6198,2026-09-21,2026-09-17 10:41:12.688206+00:00,36.7,21.0,0.0,0,18.8,41.0,2,open-meteo
Settat,Morocco,33.0023,-7.6198,2026-09-22,2026-09-17 10:41:12.688206+00:00,34.9,18.3,0.0,3,16.7,34.6,0,open-meteo
Settat,Morocco,33.0023,-7.6198,2026-09-23,2026-09-17 10:41:12.688206+00:00,33.8,18.6,0.0,3,18.1,36.4,45,open-meteo
Barrechid,Morocco,33.27,-7.5872,2026-09-17,2026-09-17 10:41:12.770058+00:00,27.8,17.4,0.0,0,17.2,31.3,3,open-meteo
Barrechid,Morocco,33.27,-7.5872,2026-09-18,2026-09-17 10:41:12.770058+00:00,29.1,17.0,0.0,0,17.5,31.7,3,open-meteo
Barrechid,Morocco,33.27,-7.5872,2026-09-19,2026-09-17 10:41:12.770058+00:00,32.3,16.8,0.0,0,16.2,29.5,45,open-meteo
Barrechid,Morocco,33.27,-7.5872,2026-09-20,2026-09-17 10:41:12.770058+00:00,34.9,20.9,0.0,0,16.6,32.8,45,open-meteo
Barrechid,Morocco,33.27,-7.5872,2026-09-21,2026-09-17 10:41:12.770058+00:00,35.3,19.4,0.0,0,19.2,36.7,45,open-meteo
Barrechid,Morocco,33.27,-7.5872,2026-09-22,2026-09-17 10:41:12.770058+00:00,33.4,19.0,0.0,0,17.8,32.8,45,open-meteo
Barrechid,Morocco,33.27,-7.5872,2026-09-23,2026-09-17 10:41:12.770058+00:00,32.3,18.9,0.0,0,19.4,35.6,45,open-meteo
Ad Dakhla,Morocco,23.7167,-15.95,2026-09-17,2026-09-17 10:41:12.849602+00:00,22.3,20.6,0.0,0,41.3,52.9,2,open-meteo
Ad Dakhla,Morocco,23.7167,-15.95,2026-09-18,2026-09-17 10:41:12.849602+00:00,21.2,20.4,0.0,0,35.6,44.6,0,open-meteo
Ad Dakhla,Morocco,23.7167,-15.95,2026-09-19,2026-09-17 10:41:12.849602+00:00,21.1,19.9,0.0,0,30.2,37.4,0,open-meteo
Ad Dakhla,Morocco,23.7167,-15.95,2026-09-20,2026-09-17 10:41:12.849602+00:00,21.4,19.4,0.0,0,31.8,40.0,0,open-meteo
Ad Dakhla,Morocco,23.7167,-15.95,2026-09-21,2026-09-17 10:41:12.849602+00:00,21.4,20.4,0.0,7,30.8,38.9,0,open-meteo
Ad Dakhla,Morocco,23.7167,-15.95,2026-09-22,2026-09-17 10:41:12.849602+00:00,21.6,20.4,0.0,9,30.2,40.3,0,open-meteo
Ad Dakhla,Morocco,23.7167,-15.95,2026-09-23,2026-09-17 10:41:12.849602+00:00,21.6,20.4,0.0,6,29.9,37.1,2,open-meteo
Nador,Morocco,35.1667,-2.9333,2026-09-17,2026-09-17 10:41:12.928720+00:00,26.5,21.6,0.2,0,14.3,32.0,80,open-meteo
Nador,Morocco,35.1667,-2.9333,2026-09-18,2026-09-17 10:41:12.928720+00:00,25.3,22.0,0.7,3,14.6,32.8,80,open-meteo
